stem,variant,role,source_path,edge_threshold,pred_edge_pixels,gt_edge_pixels,pred_edge_density,gt_edge_density,boundary_precision_tol,boundary_recall_tol,boundary_f1_tol,false_edge_pixels_tol,false_edge_ratio_tol,false_edge_density_tol,missed_gt_pixels_tol,missed_gt_ratio_tol,pred_component_count,pred_components_per_1k_edge_px,skeleton_pixels,skeleton_endpoint_count,endpoints_per_1k_skel_px,edge_width_proxy,mean_pred_to_gt_distance,p95_pred_to_gt_distance,mean_gt_to_pred_distance,p95_gt_to_pred_distance,mean_abs_luma_delta_vs_raw,p95_abs_luma_delta_vs_raw
chazhuang.3,baseline_stabilized_microfusion_v1,"P19 baseline-stabilized soft-pruned topology microfusion candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\baseline_stabilized_microfusion_v1\png\Final\chazhuang.3_Final.png,0.2084094566457412,14387,903,0.140498046875,0.008818359375,0.2311809272259679,0.9844961240310077,0.37443616554006887,11061,0.7688190727740322,0.108017578125,14,0.015503875968992248,141,9.80051435323556,5459,429,78.58582157904378,2.6354643707638763,13.369668127732748,43.32435804486894,0.20445783551084667,1.0,0.9679492115974426,1.0
chazhuang.3,endpoint_stabilized_weak_boundary_v1,"P20 endpoint-stabilized weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\endpoint_stabilized_weak_boundary_v1\png\Final\chazhuang.3_Final.png,0.2084094566457412,13953,903,0.136259765625,0.008818359375,0.237081631190425,0.9844961240310077,0.38213850242158887,10645,0.762918368809575,0.103955078125,14,0.015503875968992248,146,10.463699562818032,5198,418,80.4155444401693,2.684301654482493,13.091320507023113,42.720018726587654,0.21045364233518013,1.0,0.9913574457168579,2.0
chazhuang.3,balanced_weak_boundary_pyramid_fusion_v1,"P21 balanced P14/P15 weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\balanced_weak_boundary_pyramid_fusion_v1\png\Final\chazhuang.3_Final.png,0.21218154944625559,13912,903,0.135859375,0.008818359375,0.23770845313398506,0.9844961240310077,0.38295233896546366,10605,0.762291546866015,0.103564453125,14,0.015503875968992248,149,10.710178263369754,5226,415,79.41063911213165,2.6620742441637963,13.110312311670782,42.941821107167776,0.21045364233518013,1.0,1.0602831840515137,2.0
chazhuang.3,ac_guarded_weak_boundary_fusion_v1,"P22 AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.3_Final.png,0.21011097992167754,14170,903,0.13837890625,0.008818359375,0.2345800988002823,0.9844961240310077,0.37888229418063113,10846,0.7654199011997177,0.10591796875,14,0.015503875968992248,149,10.515172900494,5353,420,78.46067625630488,2.6471137679805716,13.232956240610594,43.139309220245984,0.2071313831989675,1.0,0.9920409917831421,2.0
chazhuang.3,precision_rebalanced_ac_guarded_weak_boundary_fusion_v1,"P23 precision-rebalanced AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\precision_rebalanced_ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.3_Final.png,0.2084094566457412,14233,903,0.138994140625,0.008818359375,0.23304995433148318,0.9844961240310077,0.3768839320701915,10916,0.7669500456685169,0.1066015625,14,0.015503875968992248,148,10.398369985245557,5359,426,79.49244261989178,2.6559059526030975,13.202052640361195,43.01162633521314,0.20934622262310926,1.0,0.9202929735183716,1.0
chazhuang.3,false_edge_floor_ac_guarded_weak_boundary_fusion_v1,"P24 false-edge-floor AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\false_edge_floor_ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.3_Final.png,0.2084094566457412,14099,903,0.137685546875,0.008818359375,0.23512305837293426,0.9844961240310077,0.3795901917223272,10784,0.7648769416270658,0.1053125,14,0.015503875968992248,148,10.497198382864033,5309,420,79.11094368054248,2.6556790355999245,13.128626451963518,42.941821107167776,0.20934622262310926,1.0,0.8410449028015137,1.0
chazhuang.3,ap_preserving_ac_guarded_weak_boundary_fusion_v1,"P25 AP-preserving AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\ap_preserving_ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.3_Final.png,0.2084094566457412,14224,903,0.13890625,0.008818359375,0.23312710911136109,0.9844961240310077,0.3769848161230895,10908,0.766872890888639,0.1065234375,14,0.015503875968992248,148,10.404949381327334,5339,429,80.35212586626709,2.6641693200973964,13.193635201561529,43.00290186340544,0.20823880291103838,1.0,0.9173632860183716,1.0
chazhuang.3,dual_anchor_false_edge_floor_v1,"P26 dual-anchor false-edge floor candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\dual_anchor_false_edge_floor_v1\png\Final\chazhuang.3_Final.png,0.20846088259827858,14275,903,0.139404296875,0.008818359375,0.23229422066549912,0.9844961240310077,0.37589509298256024,10959,0.7677057793345009,0.107021484375,14,0.015503875968992248,153,10.718038528896672,5386,434,80.5792796138136,2.650389899740067,13.258606327775228,43.139309220245984,0.20934622262310926,1.0,0.9288281202316284,1.0
chazhuang.3,raw_detail_lowfreq_chroma_v1,"P27 raw-detail low-frequency luma/chroma candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\raw_detail_lowfreq_chroma_v1\png\Final\chazhuang.3_Final.png,0.20846088259827858,14467,903,0.141279296875,0.008818359375,0.23038639662680582,0.9844961240310077,0.37339332923441715,11134,0.7696136033731942,0.10873046875,14,0.015503875968992248,147,10.161056196861823,5503,419,76.14028711611849,2.6289296747228783,13.391421114504494,43.382023926967726,0.20778009464705932,1.0,0.0822460949420929,1.0
chazhuang.3,raw_detail_chroma_guard_v1,"P28 P27-based chroma false-edge guard candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\raw_detail_chroma_guard_v1\png\Final\chazhuang.3_Final.png,0.20846088259827858,14467,903,0.141279296875,0.008818359375,0.23038639662680582,0.9844961240310077,0.37339332923441715,11134,0.7696136033731942,0.10873046875,14,0.015503875968992248,147,10.161056196861823,5503,419,76.14028711611849,2.6289296747228783,13.391421114504494,43.382023926967726,0.20778009464705932,1.0,0.0822460949420929,1.0
chazhuang.3,d01_structure_flow_v1,"D01 downstream_driven_v2 modular structure-flow candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v2\outputs\myedge168\d01_structure_flow_v1\png\Final\chazhuang.3_Final.png,0.20877896103204469,14062,903,0.13732421875,0.008818359375,0.23595505617977527,0.9844961240310077,0.38067370825007135,10744,0.7640449438202247,0.104921875,14,0.015503875968992248,150,10.66704593941118,5287,421,79.6292793644789,2.6597314166824284,13.129060072885963,42.80186911806539,0.20823880291103838,1.0,0.7914355397224426,1.0
chazhuang.3,topology_locked_visual_chroma_full_flow_v1,FA01-follow-up Stage1-only new method family: full branch evidence with raw-topology-locked visual chroma output,D:\Desktop\Stage1Codex\experiments\topology_locked_visual_chroma_full_flow_v1\outputs\myedge168_v1\png\Final\chazhuang.3_Final.png,0.2153811062083525,14722,903,0.14376953125,0.008818359375,0.22666757234071458,0.9844961240310077,0.368494113688267,11385,0.7733324276592854,0.111181640625,14,0.015503875968992248,146,9.91713082461622,5686,414,72.81041153710869,2.5891663735490678,13.635898284135918,43.86342439892262,0.20823880291103838,1.0,0.7647070288658142,4.0
chazhuang.3,topology_locked_visual_chroma_full_flow_v1_cvgraylock092,Current topology-locked visual-chroma flow with final cv-gray projection lock for raw-compatible fixed-detector edge topology,D:\Desktop\Stage1Codex\experiments\topology_locked_visual_chroma_full_flow_v1\outputs\myedge168_v1_cvgraylock092\png\Final\chazhuang.3_Final.png,0.2136335429023294,14443,903,0.141044921875,0.008818359375,0.23125389462023124,0.9844961240310077,0.37453186827546964,11103,0.7687461053797687,0.108427734375,14,0.015503875968992248,151,10.454891643010455,5546,424,76.45149657410747,2.60421925712225,13.390916531947122,43.32435804486894,0.20648267175087567,1.0,0.7159570455551147,4.0
chazhuang.3,topology_locked_visual_chroma_full_flow_v1_grayplane090,"Current topology-locked visual-chroma flow with raw-gray-plane chroma projection, preserving cv2 BGR2GRAY topology while retaining branch chroma evidence",D:\Desktop\Stage1Codex\experiments\topology_locked_visual_chroma_full_flow_v1\outputs\myedge168_v1_grayplane090\png\Final\chazhuang.3_Final.png,0.2136335429023294,14443,903,0.141044921875,0.008818359375,0.23125389462023124,0.9844961240310077,0.37453186827546964,11103,0.7687461053797687,0.108427734375,14,0.015503875968992248,151,10.454891643010455,5546,424,76.45149657410747,2.60421925712225,13.390916531947122,43.32435804486894,0.20648267175087567,1.0,0.7159570455551147,4.0
chazhuang.3,topology_locked_visual_chroma_full_flow_v1_grayplane090_anchorfix,Raw-gray-plane chroma projection after fixing bounded output selection to use original anchor and final post-bound projection,D:\Desktop\Stage1Codex\experiments\topology_locked_visual_chroma_full_flow_v1\outputs\myedge168_v1_grayplane090_anchorfix\png\Final\chazhuang.3_Final.png,0.2136335429023294,14443,903,0.141044921875,0.008818359375,0.23125389462023124,0.9844961240310077,0.37453186827546964,11103,0.7687461053797687,0.108427734375,14,0.015503875968992248,151,10.454891643010455,5546,424,76.45149657410747,2.60421925712225,13.390916531947122,43.32435804486894,0.20648267175087567,1.0,0.7159570455551147,4.0
chazhuang.4,raw_input_anchor,raw MyEdge detector-domain input anchor,D:\Desktop\MyEdgeCodex\input_test\algae\chazhuang.4.jpg,0.1445424844236935,3087,659,0.030146484375,0.006435546875,0.576287657920311,0.921092564491654,0.7089906341405765,1308,0.423712342079689,0.0127734375,52,0.07890743550834597,16,5.183025591188857,1722,60,34.84320557491289,1.7926829268292683,4.403908453743733,15.811388300841896,0.9824946937733309,5.429743515905594,0.0,0.0
chazhuang.4,legacy_stage1_final,locked Stage1 Final known to hurt fixed-detector MyEdge metrics,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.4_Final.png,0.7319306055704753,3683,659,0.035966796875,0.006435546875,0.5862068965517241,0.9833080424886191,0.7345224204034005,1524,0.41379310344827586,0.0148828125,11,0.01669195751138088,19,5.158837903882704,2174,53,24.37902483900644,1.6941122355105795,4.380905391915925,15.795497055007502,0.33676181960690704,1.0,42.215206146240234,52.0
chazhuang.4,edge_preserve_original_control,same-chain original-control sanity check,D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\edge_preserve_original_control\png\Final\chazhuang.4_Final.png,0.1445424844236935,3087,659,0.030146484375,0.006435546875,0.576287657920311,0.921092564491654,0.7089906341405765,1308,0.423712342079689,0.0127734375,52,0.07890743550834597,16,5.183025591188857,1722,60,34.84320557491289,1.7926829268292683,4.403908453743733,15.811388300841896,0.9824946937733309,5.429743515905594,0.0,0.0
chazhuang.4,edge_preserve_raw_bph_mild_v1,P4 mild raw-BPH edge-preserve variant,D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\edge_preserve_raw_bph_mild_v1\png\Final\chazhuang.4_Final.png,0.14378111222211054,3070,659,0.02998046875,0.006435546875,0.5723127035830619,0.9195751138088012,0.7055282755129323,1313,0.4276872964169381,0.012822265625,53,0.08042488619119878,16,5.2117263843648205,1710,63,36.8421052631579,1.7953216374269005,4.42072611578877,15.811388300841896,0.9513893944167162,4.524922359499634,0.12965820729732513,1.0
chazhuang.4,edge_preserve_raw_bph_moderate_v1,P4 moderate raw-BPH edge-preserve variant,D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\edge_preserve_raw_bph_moderate_v1\png\Final\chazhuang.4_Final.png,0.1422598207698149,3100,659,0.0302734375,0.006435546875,0.5738709677419355,0.921092564491654,0.7071587633645824,1321,0.42612903225806453,0.012900390625,52,0.07890743550834597,17,5.483870967741935,1728,59,34.14351851851852,1.7939814814814814,4.426066946601365,15.82081888579975,0.9416661154292298,4.524922359499634,0.13258789479732513,1.0
chazhuang.4,generic_luma_clahe_mild_v1,P7 generic luminance CLAHE control,D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\generic_luma_clahe_mild_v1\png\Final\chazhuang.4_Final.png,0.16363922708174763,3237,659,0.031611328125,0.006435546875,0.5724436206363918,0.9271623672230652,0.7078501775904099,1384,0.4275563793636083,0.013515625,48,0.07283763277693475,17,5.251776336113686,1756,52,29.612756264236904,1.8433940774487472,4.425215437141962,15.849110640673482,0.9003414291265992,4.524922359499634,0.5279785394668579,2.0
chazhuang.4,generic_luma_gamma_mild_v1,P7 generic luminance gamma control,D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\generic_luma_gamma_mild_v1\png\Final\chazhuang.4_Final.png,0.145070147748087,3081,659,0.030087890625,0.006435546875,0.5741642323920805,0.9241274658573596,0.7082745471877978,1312,0.4258357676079195,0.0128125,50,0.07587253414264036,19,6.166828951639078,1718,61,35.50640279394645,1.7933643771827708,4.447892569467253,16.0,0.932566114980165,4.524922359499634,0.9653124809265137,1.0
chazhuang.4,edge_safe_gamma_bph_v1,"P9 candidate, not MyEdge-evaluated yet",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\edge_safe_gamma_bph_v1\png\Final\chazhuang.4_Final.png,0.1431117843179142,3088,659,0.03015625,0.006435546875,0.5731865284974094,0.9241274658573596,0.7075301720827747,1318,0.4268134715025907,0.01287109375,50,0.07587253414264036,16,5.181347150259067,1729,64,37.015615962984384,1.7860034702139966,4.441685320612744,16.0,0.9378648313441377,4.524922359499634,0.8829492330551147,1.0
chazhuang.4,boundary_aware_luma_bph_v1,"P10 candidate, not MyEdge-evaluated yet",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\boundary_aware_luma_bph_v1\png\Final\chazhuang.4_Final.png,0.14967070046593162,3058,659,0.02986328125,0.006435546875,0.5722694571615435,0.9195751138088012,0.7054954134482526,1308,0.4277305428384565,0.0127734375,53,0.08042488619119878,21,6.867233485938522,1701,64,37.6249265138154,1.7977660199882421,4.449170888601359,15.839680055715629,0.947946331845281,4.524922359499634,0.15563476085662842,1.0
chazhuang.4,skeleton_safe_luma_bph_v1,"P11 skeleton-safe smooth-only candidate, not MyEdge-evaluated yet",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\skeleton_safe_luma_bph_v1\png\Final\chazhuang.4_Final.png,0.1422598207698149,3045,659,0.029736328125,0.006435546875,0.5714285714285714,0.921092564491654,0.7053013798111838,1305,0.42857142857142855,0.012744140625,52,0.07890743550834597,20,6.568144499178982,1690,62,36.68639053254438,1.801775147928994,4.434610522896959,15.811388300841896,0.9564724269814008,4.524922359499634,0.6146679520606995,1.0
chazhuang.4,c01_microstructure_csp_v1,"P16 C01 microstructure-CSP candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\c01_microstructure_csp_v1\png\Final\chazhuang.4_Final.png,0.14658880140267166,3049,659,0.029775390625,0.006435546875,0.5713348638897999,0.9165402124430956,0.7038915912434347,1307,0.4286651361102001,0.012763671875,55,0.0834597875569044,17,5.575598556903903,1708,63,36.885245901639344,1.785128805620609,4.446548234319342,16.0,1.030129608820884,6.008276253029824,0.13774414360523224,1.0
chazhuang.4,topology_guarded_microfusion_v1,"P17 topology-guarded microfusion candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\topology_guarded_microfusion_v1\png\Final\chazhuang.4_Final.png,0.14404433848811132,2995,659,0.029248046875,0.006435546875,0.5709515859766278,0.9180576631259484,0.7040473107815433,1285,0.4290484140233723,0.012548828125,54,0.0819423368740516,20,6.67779632721202,1664,67,40.26442307692308,1.7998798076923077,4.460996807750724,16.0,1.0345317036409254,6.008276253029824,1.0162402391433716,2.0
chazhuang.4,topology_pruned_microfusion_v1,"P18 component-pruned topology microfusion candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\topology_pruned_microfusion_v1\png\Final\chazhuang.4_Final.png,0.14480430962992652,3021,659,0.029501953125,0.006435546875,0.5719960278053625,0.9180576631259484,0.704840825267314,1293,0.42800397219463754,0.012626953125,54,0.0819423368740516,20,6.620324395895399,1669,68,40.74295985620132,1.8100659077291792,4.440373783737803,15.811388300841896,1.0245380975140257,6.008276253029824,1.024257779121399,2.0
chazhuang.4,baseline_stabilized_microfusion_v1,"P19 baseline-stabilized soft-pruned topology microfusion candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\baseline_stabilized_microfusion_v1\png\Final\chazhuang.4_Final.png,0.14302020704045015,3038,659,0.02966796875,0.006435546875,0.5747202106649111,0.9195751138088012,0.7073546901668046,1292,0.42527978933508886,0.0126171875,53,0.08042488619119878,18,5.924950625411455,1684,70,41.56769596199525,1.8040380047505937,4.42396012827882,15.811388300841896,1.0178497198922447,6.008276253029824,1.0378320217132568,2.0
chazhuang.4,endpoint_stabilized_weak_boundary_v1,"P20 endpoint-stabilized weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\endpoint_stabilized_weak_boundary_v1\png\Final\chazhuang.4_Final.png,0.1408906796399285,3087,659,0.030146484375,0.006435546875,0.5724003887269193,0.9226100151745068,0.7064864966171261,1320,0.42759961127308066,0.012890625,51,0.07738998482549317,20,6.4787819889860705,1705,64,37.5366568914956,1.8105571847507331,4.429804180841544,15.811388300841896,0.9492594754990209,5.0,1.200527310371399,2.0
chazhuang.4,balanced_weak_boundary_pyramid_fusion_v1,"P21 balanced P14/P15 weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\balanced_weak_boundary_pyramid_fusion_v1\png\Final\chazhuang.4_Final.png,0.14480430962992652,3058,659,0.02986328125,0.006435546875,0.5719424460431655,0.9195751138088012,0.7052468627515563,1309,0.42805755395683454,0.012783203125,53,0.08042488619119878,19,6.213211249182472,1684,64,38.00475059382423,1.8159144893111638,4.443993524891065,15.811388300841896,0.9956210694028801,5.429743515905594,1.1801366806030273,2.0
chazhuang.4,ac_guarded_weak_boundary_fusion_v1,"P22 AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.4_Final.png,0.14480430962992652,3065,659,0.029931640625,0.006435546875,0.5735725938009788,0.921092564491654,0.7069321826565754,1307,0.4264274061990212,0.012763671875,52,0.07890743550834597,17,5.5464926590538335,1703,63,36.9935408103347,1.7997651203758074,4.4313527633781415,16.0,0.9918497774844606,5.429743515905594,1.1749218702316284,2.0
chazhuang.4,precision_rebalanced_ac_guarded_weak_boundary_fusion_v1,"P23 precision-rebalanced AC/false-edge guarded weak-boundary candidate, Stage1 output only",D:\Desktop\Stage1Codex\experiments\downstream_driven_v1\outputs\myedge168\precision_rebalanced_ac_guarded_weak_boundary_fusion_v1\png\Final\chazhuang.4_Final.png,0.14302022433748435,3041,659,0.029697265625,0.006435546875,0.5731667214731996,0.9180576631259484,0.7057289383565082,1298,0.4268332785268004,0.01267578125,54,0.0819423368740516,16,5.261427162117725,1703,59,34.64474456840869,1.7856723429242514,4.448591417435204,16.0,0.9927245744837647,5.429743515905594,1.1948339939117432,2.0
